0.000000;0.086287
0.005882;0.088204
0.011765;0.069029
0.017647;0.082452
0.023529;0.095874
0.029412;0.086287
0.035294;0.092039
0.041176;0.086287
0.047059;0.107379
0.052941;0.101626
0.058824;0.090122
0.064706;0.070947
0.070588;0.051772
0.076471;0.032597
0.082353;-0.007670
0.088235;-0.009587
0.094118;0.011505
0.100000;0.042185
0.105882;0.049854
0.111765;0.067112
0.117647;0.088204
0.123529;0.084369
0.129412;0.080534
0.135294;0.088204
0.141176;0.084369
0.147059;0.101626
0.152941;0.097792
0.158824;0.118884
0.164706;0.122719
0.170588;0.116966
0.176471;0.103544
0.182353;0.090122
0.188235;0.072864
0.194118;0.078617
0.200000;0.076699
0.205882;0.082452
0.211765;0.078617
0.217647;0.082452
0.223529;0.076699
0.229412;0.074782
0.235294;0.059442
0.241176;0.053689
0.247059;0.059442
0.252941;0.065194
0.258824;0.065194
0.264706;0.047937
0.270588;0.042185
0.276471;0.026845
0.282353;0.040267
0.288235;0.063277
0.294118;0.065194
0.300000;0.072864
0.305882;0.049854
0.311765;0.038350
0.317647;0.055607
0.323529;0.057524
0.329412;0.044102
0.335294;0.040267
0.341176;0.042185
0.347059;0.069029
0.352941;0.082452
0.358824;0.086287
0.364706;0.084369
0.370588;0.069029
0.376471;0.069029
0.382353;0.047937
0.388235;0.044102
0.394118;0.061359
0.400000;0.072864
0.405882;0.086287
0.411765;0.070947
0.417647;0.070947
0.423529;0.070947
0.429412;0.070947
0.435294;0.074782
0.441176;0.059442
0.447059;0.051772
0.452941;0.063277
0.458824;0.067112
0.464706;0.103544
0.470588;0.097792
0.476471;0.072864
0.482353;0.057524
0.488235;0.067112
0.494118;0.067112
0.500000;0.069029
0.505882;0.074782
0.511765;0.082452
0.517647;0.093957
0.523529;0.103544
0.529412;0.084369
0.535294;0.076699
0.541176;0.082452
0.547059;0.080534
0.552941;0.086287
0.558824;0.084369
0.564706;0.107379
0.570588;0.103544
0.576471;0.092039
0.582353;0.084369
0.588235;0.053689
0.594118;0.067112
0.600000;0.042185
0.605882;0.067112
0.611765;0.059442
0.617647;0.032597
0.623529;0.061359
0.629412;0.046020
0.635294;0.055607
0.641176;0.063277
0.647059;0.072864
0.652941;0.053689
0.658824;0.069029
0.664706;0.061359
0.670588;0.049854
0.676471;0.061359
0.682353;0.038350
0.688235;0.049854
0.694118;0.038350
0.700000;0.049854
0.705882;0.046020
